# -38.504024 178.082740 1 2 0 
-38.494797 178.061123 0.7440
-38.513734 178.038397 0.9440
-38.495369 178.037458 0.7960
-38.520857 178.047124 1.0740
-38.490858 178.065773 0.6400
-38.515940 178.025646 0.9460
-38.494697 178.070488 0.7210
-38.509400 178.031986 0.8860
-38.490832 178.060982 0.6540
-38.497153 178.049120 0.6220
-38.504239 178.038902 0.8100
-38.496006 178.027076 0.7000
-38.493411 178.045696 0.6880
-38.480517 178.060053 0.7000
-38.486945 178.058625 0.5220
-38.519020 178.037333 1.0860
-38.504848 178.061885 0.7200
-38.485632 178.043812 0.6400
-38.500341 178.053903 0.6840
-38.487515 178.054208 0.4600
-38.486364 178.062479 0.5560
-38.487132 178.064079 0.5660
-38.479802 178.047242 0.6120
-38.513600 178.031053 0.9060
-38.504966 178.018247 0.7380
-38.527031 178.085382 1.0770
-38.515947 178.048029 1.0080
-38.495435 178.055542 0.7440
-38.517773 178.031172 0.9680
-38.485626 178.047707 0.4660
-38.493061 178.050048 0.6760
-38.511616 178.043864 0.9460
-38.495271 178.066174 0.7360
-38.496123 178.042746 0.7600
-38.490290 178.037699 0.7180
-38.490698 178.077550 0.7180
-38.504406 178.052974 0.8660
-38.500776 178.050095 0.7400
-38.503910 178.048413 0.7760
-38.525279 178.068730 1.0470
-38.514129 178.019801 0.9380
-38.507760 178.054332 0.8780
-38.500384 178.038106 0.7900
-38.512224 178.026819 0.9040
-38.528589 178.060710 1.0820
-38.495813 178.021082 0.5220
-38.486472 178.051260 0.5200
-38.500020 178.042572 0.6880
-38.502753 178.044138 0.7180
-38.504998 178.031129 0.7560
-38.516513 178.054315 1.0870
-38.479815 178.085353 0.7200
-38.509319 178.037206 0.8960
-38.516227 178.042169 1.0160
-38.513512 178.049154 0.9860
-38.510602 178.054611 0.9300
-38.489433 178.083464 0.7460
-38.509566 178.051295 0.9320
-38.491072 178.072055 0.7240
-38.509842 178.043247 0.9120
-38.525704 178.053114 1.0660
-38.491204 178.033604 0.7620
# -38.485626 178.047707 1 2 0 
-38.518033 178.062043 0.5320
-38.528589 178.060710 0.5980
-38.513734 178.038397 0.5980
-38.508916 178.083508 0.5160
-38.498771 178.074120 0.3300
-38.525279 178.068730 0.6080
-38.500776 178.050095 0.4820
-38.489433 178.083464 0.5540
-38.494797 178.061123 0.4080
-38.480517 178.060053 0.5020
-38.487132 178.064079 0.3560
-38.519199 178.065666 0.5220
-38.510602 178.054611 0.5060
-38.490698 178.077550 0.4980
-38.500699 178.059978 0.4320
-38.518146 178.071667 0.5360
-38.499750 178.084741 0.5400
-38.491072 178.072055 0.4280
-38.500177 178.066610 0.4420
-38.490858 178.065773 0.3280
-38.479815 178.085353 0.5260
-38.490290 178.037699 0.4460
-38.499969 178.017624 0.4500
-38.527031 178.085382 0.6160
